# time tx ty tz qx qy qz qw
673.000000 20.106877 22.385306 26.902287 0.855641 0.332874 0.149401 -0.367088
674.000000 19.744143 23.311933 26.803358 0.864763 0.324951 0.156273 -0.349530
675.000000 20.554444 22.852730 26.439290 0.871654 0.319631 0.159723 -0.335475
676.000000 19.763721 23.249572 26.905416 0.877962 0.315430 0.162935 -0.321152
677.000000 19.948105 23.819169 26.104440 0.885084 0.309747 0.166954 -0.304645
678.000000 20.639352 23.377801 25.532276 0.889002 0.307886 0.168164 -0.294283
679.000000 21.516370 22.998658 25.237166 0.892199 0.307164 0.164939 -0.287100
680.000000 21.956814 22.175304 24.879260 0.897599 0.305840 0.171767 -0.266973
681.000000 22.354551 22.400337 23.989786 0.901100 0.302702 0.179680 -0.253192
682.000000 21.926709 23.111491 23.431922 0.905817 0.294980 0.188091 -0.238965
683.000000 22.565552 22.634785 22.828076 0.907791 0.291467 0.194872 -0.230191
684.000000 23.091528 21.941814 22.334983 0.911432 0.282764 0.200884 -0.221320
685.000000 22.902662 22.779114 21.821895 0.916959 0.273221 0.207582 -0.203582
686.000000 23.854816 22.509488 21.678001 0.920432 0.268547 0.209131 -0.192227
687.000000 23.275980 23.280325 21.411996 0.922674 0.265815 0.220848 -0.171003
688.000000 22.726085 23.387793 22.240288 0.924379 0.261233 0.229452 -0.156947
689.000000 23.483384 22.746266 22.118048 0.925653 0.257245 0.234119 -0.148928
690.000000 23.108780 22.488969 23.008818 0.926711 0.252664 0.242345 -0.136512
691.000000 22.630166 22.801751 23.829242 0.927962 0.247474 0.249174 -0.124721
692.000000 23.303227 23.055939 23.134708 0.928627 0.245576 0.254391 -0.112384
693.000000 23.455581 22.142488 22.757356 0.927708 0.246087 0.260971 -0.103404
694.000000 24.080543 21.391415 22.544487 0.928184 0.244729 0.260645 -0.103180
695.000000 23.455443 20.766523 23.012206 0.929504 0.240618 0.265210 -0.088252
696.000000 23.582265 19.932631 22.475046 0.917421 0.248309 0.287693 -0.117957
697.000000 24.281491 20.102980 21.780738 0.917431 0.246829 0.295072 -0.101624
698.000000 24.375519 19.350524 21.128841 0.884518 0.272625 0.349215 -0.146125
699.000000 23.848606 19.286717 21.976362 0.891674 0.252929 0.348572 -0.139433
700.000000 24.268429 19.504488 22.857455 0.906365 0.244381 0.322703 -0.121007
701.000000 25.134004 19.905331 22.557282 0.908912 0.237589 0.324360 -0.110549
702.000000 25.973225 19.973119 22.017733 0.911970 0.227997 0.324528 -0.104926
703.000000 26.523497 19.328164 21.487419 0.914386 0.218793 0.324958 -0.102131
704.000000 26.979966 20.016576 20.923748 0.916566 0.208757 0.325862 -0.100700
705.000000 26.869087 19.022750 20.927776 0.917286 0.201316 0.326406 -0.107322
706.000000 26.433563 18.491565 21.654522 0.916755 0.195884 0.327912 -0.116888
707.000000 27.048492 19.155414 21.228887 0.915429 0.190672 0.330350 -0.128464
708.000000 26.464677 18.402106 21.531684 0.913114 0.185215 0.332513 -0.146128
709.000000 26.022352 18.407444 22.428523 0.910032 0.184905 0.333544 -0.162482
710.000000 25.423467 17.841357 22.994989 0.906763 0.179658 0.337469 -0.177818
711.000000 24.849756 17.196208 23.499605 0.902854 0.174570 0.339561 -0.197684
712.000000 24.300224 16.519720 23.989889 0.897420 0.171370 0.342150 -0.219552
713.000000 23.795343 16.306883 24.826426 0.891546 0.167723 0.347406 -0.237324
714.000000 24.046641 16.075212 23.886651 0.888068 0.158978 0.348501 -0.254181
715.000000 23.845337 15.443363 23.138157 0.875142 0.149192 0.358403 -0.288818
716.000000 23.659340 15.053855 24.040204 0.865926 0.146080 0.365816 -0.308238
717.000000 23.937854 15.427815 24.924842 0.868486 0.146118 0.357356 -0.310931
718.000000 23.843146 14.862250 24.105594 0.841523 0.134693 0.376253 -0.363498
719.000000 23.684041 15.368612 24.953110 0.835435 0.128907 0.377508 -0.378047
720.000000 23.590672 15.206333 25.935427 0.825913 0.126693 0.380575 -0.396206
721.000000 23.833081 15.144430 24.967230 0.817482 0.122215 0.382379 -0.413006
722.000000 24.076977 14.969302 24.013372 0.807485 0.120894 0.383026 -0.432022
723.000000 24.531338 15.004902 23.123266 0.798905 0.123442 0.386414 -0.444068
724.000000 25.124066 15.220500 22.347256 0.789701 0.122779 0.389547 -0.457767
725.000000 25.204368 14.723990 21.482948 0.776583 0.124612 0.393498 -0.475973
726.000000 25.023891 14.215630 20.640927 0.763612 0.127273 0.400124 -0.490509
727.000000 25.421792 14.595960 19.806047 -0.751424 -0.127913 -0.404150 0.505631
728.000000 25.779946 15.263170 20.459160 -0.741315 -0.130702 -0.407687 0.516876
729.000000 26.612635 15.676265 20.090405 -0.733070 -0.134255 -0.409594 0.526133
730.000000 25.840196 15.175341 20.480804 -0.725126 -0.135523 -0.410047 0.536365
731.000000 26.145814 15.144502 19.529149 -0.719810 -0.136001 -0.410186 0.543254
732.000000 25.828916 14.315144 19.068997 -0.713070 -0.136935 -0.410306 0.551751
733.000000 26.464288 15.059420 18.863192 -0.707816 -0.140288 -0.409445 0.558275
734.000000 25.827806 14.313471 18.667102 -0.703513 -0.142308 -0.405892 0.565747
735.000000 26.389325 15.124898 18.829224 -0.699357 -0.144689 -0.403269 0.572136
736.000000 26.905502 14.578686 18.169517 -0.693172 -0.148982 -0.399735 0.580972
737.000000 26.172019 14.038032 18.581457 -0.689313 -0.152420 -0.396126 0.587111
738.000000 26.822676 14.783432 18.436461 -0.683305 -0.157807 -0.396088 0.592710
739.000000 27.544011 14.552695 17.783440 -0.676459 -0.163814 -0.395871 0.599044
740.000000 28.001687 15.322483 18.228366 -0.668586 -0.169323 -0.396782 0.605712
741.000000 28.333238 15.160961 17.298858 -0.657286 -0.174008 -0.398460 0.615569
742.000000 27.755095 14.355295 17.169813 -0.648231 -0.178379 -0.398825 0.623631
743.000000 28.042290 13.680080 16.490398 -0.642119 -0.179065 -0.395464 0.631845
744.000000 28.690703 13.453592 15.763581 -0.639527 -0.180278 -0.392176 0.636163
745.000000 28.067602 13.562866 14.989111 -0.634303 -0.182886 -0.393031 0.640109
746.000000 27.963113 12.639164 14.620525 -0.630632 -0.184978 -0.392266 0.643594
747.000000 28.644492 12.849796 13.919556 0.227019 0.843315 -0.447227 0.193058
748.000000 28.774460 13.755837 14.322294 0.227012 0.842113 -0.449897 0.192103
749.000000 29.654446 14.040013 13.941679 0.228696 0.839582 -0.455793 0.187221
750.000000 28.842102 13.966105 14.520155 0.228696 0.839582 -0.455793 0.187221
751.000000 28.823506 13.335478 13.744292 0.228132 0.840306 -0.455163 0.186195
752.000000 29.306583 12.843616 13.019924 0.228475 0.840759 -0.453960 0.186663
753.000000 29.164142 11.853893 13.007354 0.226728 0.842194 -0.452568 0.185701
754.000000 28.690457 12.184690 13.823563 0.228434 0.842258 -0.451166 0.186733
755.000000 29.071982 13.075267 14.071173 0.228386 0.842827 -0.449935 0.187193
